pl_name,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_age,sy_dist,discoverymethod,disc_year_y,disc_facility,habitability_percent,cluster,cluster_label
Kepler-354 d,1,3,0,24.2102171,0.1459,1.465,,,,0,9.8,451,89.38,0.04512,4.3935,4648,0.706,0.704,-0.04,-0.71394,9.525,554.064,Transit,2014,Kepler,26.25,,
Kepler-5 b,1,1,0,3.548465426,0.05,15.28,671.401565,671.401565,0.896,0,1708.28,1678.3,89.235,0.73517,4.57705,6297,1.78185,1.319,0.04,0.65242,2.88,899.777,Transit,2009,Kepler,26.25,0,Warm Gas Giants
Kepler-686 b,1,1,0,1.594745463,0.0258,11.935,,,,0,1329.42,1540,85.94,1.6475,1.9561,5934,0.96,0.94,-0.38,0.10792,3.235,1490.94,Transit,2016,Kepler,26.25,,
Kepler-714 b,1,1,0,8.098887986,0.0827,9.19,,,,0,214.28,976,89.95,0.74263,4.21479,6167,1.098,1.09,0.07,0.4599,1.925,2083.37,Transit,2016,Kepler,26.25,,
WASP-76 b,2,1,0,1.809881329,0.033,20.73100981,289.2238504,289.2238504,0.18,0.00335,4130,2194,88.25,1.1855,3.7581312,6264.1,1.737,1.46,0.23,0.65418,5.3,194.459,Transit,2016,SuperWASP,26.25,0,Warm Gas Giants
Kepler-122 c,1,5,0,12.46599556,0.1063,5.62,,,,0,125.86,804,88.81,0.23198,5.0483,6044,1.2035,1.049,-0.18,0.26993,3.89,1027.45,Transit,2014,Kepler,26.24,,
Kepler-762 b,1,1,0,3.770552098,0.0486,13.01,,,,0,720.53,1321,89.95,1.38917,3.8277,6075,1.098,1.07,-0.14,0.31816,3.8,1898.26,Transit,2016,Kepler,26.24,,
Kepler-1524 b,1,1,0,70.9674603,0.3212,2.86,,,,0,10.55,460,89.95,0.08166,6.8992,5862,0.994,1.032,0.04,-0.00637,2.88,381.773,Transit,2016,Kepler,26.23,,
Kepler-1773 b,1,1,0,40.80957622,0.2406,2.854,,,,0,31.05,602,89.95,0.04435,2.7988,6136,1.3,1.16,0.115,0.40462,2.83,681.255,Transit,2021,Kepler,26.23,,
Kepler-276 b,1,3,0,14.12846178,0.1181,2.64,731.209,731.209,73,0,82.075,793,89.38,0.064045,3.498,5806,0.95,1.03,0,-0.08948,3.8,1144.86,Transit,2014,Kepler,26.23,2,Temperate Small Planets
Kepler-276 c,1,3,0,31.8841473,0.2016,3.15,16.6,16.6,0.89,0,27.725,605,89.38,0.09186,5.099,5806,0.974,1.0435,0,-0.08948,3.8,1144.86,Transit,2013,Kepler,26.23,2,Temperate Small Planets
Kepler-902 b,1,1,0,40.1099547,0.2281,2.54,,,,0,17.82,524,89.95,0.07496,5.1836,5617.5,1.0495,0.983,-0.2,0.10835,2.485,1165.34,Transit,2016,Kepler,26.23,,
HD 93963 A c,2,2,0,3.6451398,0.047695,3.11976057,18.8,18.8,3.31,0,413.7595,1212.45,86.31,0.07926,2.268,5922,1.043,1.0967,0.105,0.083055,1.35,82.3432,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),26.22,2,Temperate Small Planets
Kepler-1129 b,1,2,0,24.3397804,0.16375,2.98,,,,0,53.59,690,89.38,0.07886,3.292,5707,1.025,0.99,0.11,-0.0274,2.965,1183.88,Transit,2016,Kepler,26.22,,
Kepler-1129 c,1,2,0,76.5369586,0.3502,2.75,,,,0,11.62,471,89.95,0.07119,5.693,5707,1.025,0.99,0.11,-0.0274,2.965,1183.88,Transit,2016,Kepler,26.22,,
Kepler-8 b,1,1,0,3.522498573,0.04735,15.704,187.5197,187.5197,0.2655,0,1264.67,1532,85.2,0.937,3.194505,6211.5,1.4925,1.18,-0.05,0.51662,3.82,1021.87,Transit,2010,Kepler,26.22,0,Warm Gas Giants
NGTS-23 b,1,1,0,4.0764326,0.0504,14.20177855,194.8288135,194.8288135,,0,,1327,89.12,,3.919,6057,1.24,1.01,-0.26,0.2833,6.39,1074.95,Transit,2022,Next-Generation Transit Survey (NGTS),26.22,,
Kepler-440 b,1,1,0,101.11141,0.334,1.61,,,,0,0.52,201,89.95,0.09695,8.13,3891,0.56,0.575,-0.3,-1.0423,2.735,301.03,Transit,2015,Kepler,26.2,,
Kepler-463 b,1,1,0,8.981015879,0.0797,3.565,,,,0,232.4845,1060,89.38,0.10847,1.8737,5632.02,1.15038,0.8405,-0.399,0.07904,12.2,394.804,Transit,2016,Kepler,26.2,,
Kepler-1167 b,1,1,0,1.003933739,0.0175,1.7,,,,0,962.58,1421,88.24,0.05522,1.4562,4949,0.75,0.7475,-0.18,-0.53589,4.27,820.905,Transit,2016,Kepler,26.19,,
Kepler-328 b,1,2,0,34.9176592,0.219,3.33,167.5585,167.5585,7.8,0,30.56,600,85.37,0.06276,9.874,6167,1.2145,1.149,0.07,0.44013,2.57,2213.19,Transit,2013,Kepler,26.19,2,Temperate Small Planets
Kepler-328 c,1,2,0,71.31165905,0.3526,5.29,63.44,63.44,0.6,0,11.79,473,89.95,0.2366,8.781,6167,1.069,1.149,0.07,0.44013,1.435,2213.19,Transit,2013,Kepler,26.19,2,Temperate Small Planets
Kepler-564 b,1,1,0,3.750832285,0.0484,4.63,,,,0,383.77,1129,89.38,0.25238,1.95913,5725,0.95,0.99,0.21,-0.06437,2.385,863.037,Transit,2016,Kepler,26.19,,
TOI-2236 b,1,1,0,3.53158995,0.05009,14.29075663,502.1688831,502.1688831,0.93,0,953.621,1518.5,83.58,0.71205,2.8685,6228.5,1.5965,1.343,0.119,0.53275,2.52,355.59,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),26.19,0,Warm Gas Giants
KELT-23 A b,2,1,0,2.25528739,0.03302,14.7587535,298.12454,298.12454,0.503,0,770.449,1454.5,85.96,1.864,2.278,5898.5,0.979353,0.944,-0.105,0.03383,6.4,126.261,Transit,2019,KELT-North,26.18,0,Warm Gas Giants
Kepler-1451 b,1,1,0,35.622233,0.2097,2.9,,,,0,17.42,521,88.24,0.07787,5.146,5796,0.8895,0.975,-0.12,-0.11938,4.17,1058.72,Transit,2016,Kepler,26.18,,
Kepler-730 b,1,2,0,6.491683534,0.0714,10.3,,,,0,313.64,1073,87.09,0.78284,4.3164,6032,1.13,1.0335,0.14,0.23596,4.68,1935.04,Transit,2016,Kepler,26.18,,
Kepler-123 b,1,2,0,17.23231686,0.1312,2.665,55.3,55.3,,0,95.265,774,89.38,0.052115,4.5318,6150.5,1.216,1.079,-0.14,0.40952,3.55,1021.66,Transit,2014,Kepler,26.17,2,Temperate Small Planets
Kepler-1419 b,1,1,0,42.5215895,0.2391,2.6,,,,0,15.97,510,89.95,0.08118,5.798,5905.5,0.962,1.01,-0.1,0.04229,2.335,1498.58,Transit,2016,Kepler,26.17,,
Kepler-1935 b,1,1,0,3.951382669,0.0463,64.89,,,,0,324.78,1083,77.35,0.04377,1.0256,5570,0.899,0.845,-0.18,0.16401,,904.702,Transit,2021,Kepler,26.17,,
Kepler-268 b,1,2,0,25.9340674,0.176,2.52,,,,0,59.04,707,89.95,0.0426,4.619,6089,1.2335,1.1095,0.0009,0.31808,3.8,851.87,Transit,2014,Kepler,26.17,,
Kepler-268 c,1,2,0,83.4463335,0.3835,2.73,,,,0,12.43,479,89.95,0.049835,6.5285,6089,1.2335,1.1095,0.0009,0.31808,3.8,851.87,Transit,2014,Kepler,26.17,,
TOI-2196 b,1,1,0,1.195061818,0.02234,3.506512235,26,26,3.31,0,2036.26015,1790.43,81.11,0.11272345,1.53961465,5681,1.036085,1.032,0.14,-0.00436,4.5,259.947,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),26.17,0,Warm Gas Giants
Kepler-160 c,1,3,0,13.69941722,0.1092,3.605,,,,0,72.875,733,89.38,0.12641,4.3376,5663.5,0.9975,0.97,-0.185,0.01859,4.07,937.013,Transit,2014,Kepler,26.16,,
Kepler-642 b,1,1,0,4.41746056,0.05585,2.212,,,,0,709.1115,1311,89.38,0.02915,2.9563,6528,1.295,1.225,0.0018,0.39758,1.48,781.582,Transit,2016,Kepler,26.16,,
Kepler-704 b,1,1,0,3.76182115,0.047,2.59,,,,0,372.62,1120,79.07,0.054,3.3906,5653,0.949,0.972,0.1,0.03582,6.765,1228.83,Transit,2016,Kepler,26.16,,
Kepler-1740 b,1,1,0,8.17242331,0.0818,3.53660707,,,,0,167.74,918,83.65,0.100085,3.718,5726.79,0.931052,1.03,-0.06,-0.07942,,1061.77,Transit,2021,Kepler,26.15,,
Kepler-1808 b,1,1,0,23.34032832,0.1467,2.36,,,,0,30.94,602,89.95,0.07089,2.1355,5530,0.892,0.773,-0.34,-0.06242,12.1,1022.01,Transit,2021,Kepler,26.15,,
TIC 257060897 b,1,1,0,3.660031954,0.051,17.12896901,212.9450327,212.9450327,0.25,0.03,1804.5549,1712.155,86,0.77497203,2.4896507,5988,1.82,1.32,,0.61,3.47,505.703,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),26.15,0,Warm Gas Giants
Kepler-1206 b,1,1,0,1.216997663,0.0201,1.64,,,,0,707.61,1315,88.81,0.04935,1.3101,4859,0.753085,0.734,-0.02,-0.61957,8.625,762.019,Transit,2016,Kepler,26.14,,
Kepler-1096 b,1,1,0,2.892217506,0.0336,1.17,,,,0,83.45,771,88.24,0.03855,1.3657,4230,0.615,0.6135,-0.12,-0.84044,8.9,377.976,Transit,2016,Kepler,26.13,,
Kepler-318 b,1,2,0,4.662719058,0.056,4.71,,,,0,533.0695,1327,89.38,0.16194,2.74105,5888,0.977,1.085,0.21,0.00394,1.62,489.141,Transit,2014,Kepler,26.13,,
Kepler-318 c,1,2,0,11.8150013,0.105,3.68,,,,0,154.1465,973,89.95,0.09843,2.5397,5888,0.977,1.085,0.21,0.00394,1.62,489.141,Transit,2014,Kepler,26.13,,
Kepler-869 b,1,1,0,40.4287755,0.2241,3.25,,,,0,14.28,496,87.09,0.10241,7.553,5812,0.9,0.97,-0.28,-0.11047,2.595,939.455,Transit,2016,Kepler,26.13,,
TOI-480 b,1,1,0,6.866077122,0.077,2.834105815,20.8,20.8,4.91,0,531.521,1211.78,,0.03340146,3.5133514,6193.315,1.49387,1.2793,0.164,0.46195,2.7,54.5306,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),26.13,0,Warm Gas Giants
Kepler-15 b,1,1,0,4.942783399,0.05705,10.875,209.76,209.76,0.89,0,244.42,1008,87.09,1.140324195,3.25457,5550.93,1.09,1.003,0.36,0.17703,3.7,739.412,Transit,2011,Kepler,26.12,2,Temperate Small Planets
Kepler-259 b,1,2,0,8.11529219,0.0785,2.76,,,,0,140.92,879,88.24,0.08625,2.91785,5769.5,0.887,0.978,-0.2,-0.15271,4.47,1002.14,Transit,2014,Kepler,26.12,,
Kepler-259 c,1,2,0,36.9249531,0.2155,2.741,,,,0,18.7,530,89.95,0.0939,4.7139,5769.5,0.887,0.978,-0.2,-0.15271,4.47,1002.14,Transit,2014,Kepler,26.12,,
Kepler-31 d,1,3,0,87.6475334,0.4045,4.06,1084.20086,1084.20086,0.077,0,12.96,484,89.38,0.11543,8.943,6088,1.2155,1.11,-0.12,0.30134,4.17,1664.64,Transit,2014,Kepler,26.12,2,Temperate Small Planets
Kepler-1610 c,1,2,0,44.9851885,0.2323,1.98,,,,0,8.34,433,89.95,0.06264,4.046,5295,0.8,0.825,-0.1,-0.48291,,864.331,Transit,2023,Kepler,26.11,,
Kepler-596 b,1,1,0,21.30022655,0.1542,3.105,,,,0,75.75,752,89.95,0.06769,4.0882,6098,1.28677,1.1335,-0.11,0.31445,2.69,1023.85,Transit,2016,Kepler,26.11,,
Kepler-774 b,1,1,0,11.0895723,0.1069,2.49,,,,0,497.11,1204,89.95,0.01571,6.3412,6405,1.91129,1.322,-0.08,0.75268,2.34,917.804,Transit,2016,Kepler,26.11,,
Kepler-938 b,1,1,0,52.6298417,0.2663,2.15,,,,0,8.57,436,89.95,0.06368,5.964,5533,0.827,0.914,0.00035,,2.385,1182.05,Transit,2016,Kepler,26.11,,
Kepler-1059 b,1,1,0,3.764191048,0.044,1.74,,,,0,161.24,909,89.38,0.05987,2.0596,4984.5,0.728,0.813,-0.14,-0.52036,5.37,713.167,Transit,2016,Kepler,26.1,,
Kepler-1730 b,1,1,0,13.81020094,0.1131,4.675,,,,0,113.75,833,88.24,0.144135,3.0352,5942,1.142,1.009,-0.04,0.07455,7.4,1427.08,Transit,2021,Kepler,26.1,,
Kepler-1976 b,1,1,0,4.959319451,0.05835,11.88,,,,0,382.06,1128,85.94,1.037355,2.23976,5918.5,1.025,1.0415,0.08,0.04119,2.14,1314.51,Transit Timing Variations,2023,Kepler,26.1,,
Kepler-372 c,1,3,0,20.0545077,0.1528,2.47,,,,0,92.3805,792,84.8,0.03192,6.942,6146,1.209,1.15,-0.135,0.32073,3.09,1493.95,Transit,2014,Kepler,26.1,,
Kepler-175 b,1,2,0,11.90350858,0.1047,2.72,,,,0,110.54,827,88.24,0.066915,4.2995,6023.5,1.09,1.062,-0.02,0.19402,3.39,1312.34,Transit,2014,Kepler,26.09,,
Kepler-175 c,1,2,0,34.0350605,0.2109,3.22,,,,0,27.24,583,87.66,0.0785,7.073,6023.5,1.09,1.062,-0.02,0.19402,3.39,1312.34,Transit,2014,Kepler,26.09,,
KOI-94 c,2,4,0,10.42367777,0.097650273,3.8,10.5,9.4,0.855,0,236.685,1000.5,89.38,0.079455,5.2291,6182,1.383,1.1785,0.0228,0.42962,3.16,477.052,Transit,2013,Kepler,26.08,2,Temperate Small Planets
KOI-94 d,2,4,0,22.34296959,0.162308866,10.2055,65.65,72.9,0.3685,0,89.61,785,89.9005,0.56752,6.68603,6182,1.42864,1.18,0.0228,0.42962,3.16,477.052,Transit,2013,Kepler,26.08,2,Temperate Small Planets
KOI-94 e,2,4,0,54.31998605,0.293486432,6.116,13,11.745,0.253,0,27.4,584,89.76,0.19962,8.4652,6182,1.40582,1.18,0.0228,0.42962,3.16,477.052,Transit,2013,Kepler,26.08,2,Temperate Small Planets
Kepler-669 b,1,1,0,4.125546869,0.0529,4.46,,,,0,565.35,1244,87.66,0.15827,3.1389,6136,1.1515,1.15,0.1,0.35828,2.13,2063.41,Transit,2016,Kepler,26.07,,
Kepler-1192 b,1,1,0,25.2034128,0.1693,2.569,,,,0,30.62,600,89.95,0.07412,4.552,5813.5,0.921,0.98,0,-0.1283,2.435,1304.19,Transit,2016,Kepler,26.06,,
Kepler-199 b,1,2,0,23.64219092,0.1602,3.11,,,,0,44.5345,702,89.95,0.11713,5.0218,5721,0.919,0.979,-0.084,-0.09685,1.74,521.054,Transit,2014,Kepler,26.06,,
Kepler-199 c,1,2,0,67.0932997,0.3211,3.655,,,,0,11.0825,496,89.95,0.12939,6.9062,5721,0.918387,0.9795,-0.048,-0.09685,1.74,521.054,Transit,2014,Kepler,26.06,,
Kepler-648 b,1,1,0,17.4211749,0.1302,2.953,,,,0,45.85,661,87.66,0.09307,5.0323,5693,0.95,1,0.1974,-0.05328,0.76,636.03,Transit,2016,Kepler,26.06,,
Kepler-866 b,1,1,0,2.617032536,0.0331,1.63,,,,0,233.23,997,88.24,0.05455,2.0451,4831,0.71,0.706,-0.14,-0.70483,9.035,646.667,Transit,2016,Kepler,26.06,,
Kepler-944 b,1,1,0,43.3167737,0.229,2.46,,,,0,10.85,463,89.95,0.09939,5.065,5655,0.835,0.865,-0.235,-0.07777,2.435,1349.43,Transit,2016,Kepler,26.06,,
WASP-21 b,1,1,0,4.3225065,0.052,12.89035,94.07768,94.07768,0.301,0.024,705.0438,1327.12,88.28,1.137987365,3.3699025,5862,1.266785,1.01,-0.46,0.30426,12,258.426,Transit,2010,SuperWASP,26.06,0,Warm Gas Giants
HD 149026 b,1,1,0,2.8758911,0.04313,8.29466,113.624225,113.624225,1.22,0.0028,1095.91,1626,84.55,0.3026,3.23,6160,1.45,1.3,0.36,0.43,2,75.8643,Radial Velocity,2005,Subaru Telescope,26.05,0,Warm Gas Giants
Kepler-2001 c,1,2,0,14.0926796,0.1085,1.82,,,,0,31.44,604,88.24,0.05356,4.8843,5081,0.77,0.856,0.12,-0.54627,4,776.55,Transit,2023,Kepler,26.05,,
